date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:40:23	238/238	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2005%20Oct%202024%2011:40:22%20GMT	https://demo.themesoul.com/robots.txt		(from )
15:40:23	187095/187095	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Oct%202024%2011:40:23%20GMT	https://demo.themesoul.com/nyabiss/	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/index.html	(from )
15:40:24	2951/2951	---MCZ	200	added ('OK')	image/x-icon	date:Mon,%2011%20Dec%202023%2016:38:30%20GMT	https://demo.themesoul.com/nyabiss/templates/nyabiss/images/favicon.ico	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/templates/nyabiss/images/favicon.ico	(from https://demo.themesoul.com/nyabiss/)
15:40:24	1026/1026	---MC-	200	added ('OK')	application/opensearchdescription+xml	date:Sat,%2005%20Oct%202024%2011:40:24%20GMT	https://demo.themesoul.com/nyabiss/index.php/pages/smart-search-result?format=opensearch	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/index.php/pages/smart-search-resultf758	(from https://demo.themesoul.com/nyabiss/)
15:40:24	1954/1954	---MCZ	200	added ('OK')	text/css	date:Tue,%2005%20Dec%202023%2014:50:30%20GMT	https://demo.themesoul.com/nyabiss/media/vendor/awesomplete/css/awesomplete.css?1.1.5	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/media/vendor/awesomplete/css/awesomplete75d0.css	(from https://demo.themesoul.com/nyabiss/)
15:40:24	3964/3964	---MCZ	200	added ('OK')	text/css	date:Tue,%2005%20Dec%202023%2014:50:30%20GMT	https://demo.themesoul.com/nyabiss/media/vendor/joomla-custom-elements/css/joomla-alert.min.css?0.2.0	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/media/vendor/joomla-custom-elements/css/joomla-alert.min44b7.css	(from https://demo.themesoul.com/nyabiss/)
15:40:25	58223/58223	---MCZ	200	added ('OK')	text/css	date:Mon,%2011%20Dec%202023%2013:29:16%20GMT	https://demo.themesoul.com/nyabiss/components/com_sppagebuilder/assets/css/font-awesome-5.min.css?79ff9637b74326c362fb6f7f5801a7ba	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/components/com_sppagebuilder/assets/css/font-awesome-5.min9c09.css	(from https://demo.themesoul.com/nyabiss/)
15:40:25	26701/26701	---MCZ	200	added ('OK')	text/css	date:Mon,%2011%20Dec%202023%2013:29:16%20GMT	https://demo.themesoul.com/nyabiss/components/com_sppagebuilder/assets/css/font-awesome-v4-shims.css?79ff9637b74326c362fb6f7f5801a7ba	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/components/com_sppagebuilder/assets/css/font-awesome-v4-shims9c09.css	(from https://demo.themesoul.com/nyabiss/)
15:40:25	70920/70920	---MCZ	200	added ('OK')	text/css	date:Mon,%2011%20Dec%202023%2013:29:16%20GMT	https://demo.themesoul.com/nyabiss/components/com_sppagebuilder/assets/css/animate.min.css?79ff9637b74326c362fb6f7f5801a7ba	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/components/com_sppagebuilder/assets/css/animate.min9c09.css	(from https://demo.themesoul.com/nyabiss/)
15:40:25	193974/193974	---MCZ	200	added ('OK')	text/css	date:Mon,%2011%20Dec%202023%2013:29:16%20GMT	https://demo.themesoul.com/nyabiss/components/com_sppagebuilder/assets/css/sppagebuilder.css?79ff9637b74326c362fb6f7f5801a7ba	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/components/com_sppagebuilder/assets/css/sppagebuilder9c09.css	(from https://demo.themesoul.com/nyabiss/)
15:40:25	5920/5920	---MCZ	200	added ('OK')	text/css	date:Mon,%2011%20Dec%202023%2013:29:16%20GMT	https://demo.themesoul.com/nyabiss/components/com_sppagebuilder/assets/css/magnific-popup.css	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/components/com_sppagebuilder/assets/css/magnific-popup.css	(from https://demo.themesoul.com/nyabiss/)
15:40:26	13180/13180	---MCZ	200	added ('OK')	text/css	date:Tue,%2005%20Dec%202023%2013:15:14%20GMT	https://demo.themesoul.com/nyabiss/modules/mod_minifrontpage/tmpl/default/grid.min.css?v=3.0.2	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/modules/mod_minifrontpage/tmpl/default/grid.min994f.css	(from https://demo.themesoul.com/nyabiss/)
15:40:26	2182/2182	---MCZ	200	added ('OK')	text/css	date:Tue,%2005%20Dec%202023%2013:15:14%20GMT	https://demo.themesoul.com/nyabiss/modules/mod_minifrontpage/tmpl/default/skin/default.min.css?v=3.0.2	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/modules/mod_minifrontpage/tmpl/default/skin/default.min994f.css	(from https://demo.themesoul.com/nyabiss/)
15:40:26	162674/162674	---MCZ	200	added ('OK')	text/css	date:Mon,%2011%20Dec%202023%2016:38:30%20GMT	https://demo.themesoul.com/nyabiss/templates/nyabiss/css/bootstrap.min.css	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/templates/nyabiss/css/bootstrap.min.css	(from https://demo.themesoul.com/nyabiss/)
15:40:26	5202/5202	---MCZ	200	added ('OK')	text/css	date:Mon,%2011%20Dec%202023%2016:38:30%20GMT	https://demo.themesoul.com/nyabiss/plugins/system/helixultimate/assets/css/system-j4.min.css	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/plugins/system/helixultimate/assets/css/system-j4.min.css	(from https://demo.themesoul.com/nyabiss/)
15:40:26	131104/131104	---MCZ	200	added ('OK')	text/css	date:Tue,%2005%20Dec%202023%2014:50:30%20GMT	https://demo.themesoul.com/nyabiss/media/system/css/joomla-fontawesome.min.css?e458d6	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/media/system/css/joomla-fontawesome.min708b.css	(from https://demo.themesoul.com/nyabiss/)
15:40:27	91020/91020	---MCZ	200	added ('OK')	text/css	date:Sat,%2021%20Sep%202024%2013:41:33%20GMT	https://demo.themesoul.com/nyabiss/templates/nyabiss/css/template.css	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/templates/nyabiss/css/template.css	(from https://demo.themesoul.com/nyabiss/)
15:40:27	20771/20771	---MCZ	200	added ('OK')	text/css	date:Sat,%2021%20Sep%202024%2013:41:33%20GMT	https://demo.themesoul.com/nyabiss/templates/nyabiss/css/extensions.css	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/templates/nyabiss/css/extensions.css	(from https://demo.themesoul.com/nyabiss/)
15:40:27	3262/3262	---MCZ	200	added ('OK')	text/css	date:Sat,%2021%20Sep%202024%2013:41:33%20GMT	https://demo.themesoul.com/nyabiss/templates/nyabiss/css/presets/preset1.css	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/templates/nyabiss/css/presets/preset1.css	(from https://demo.themesoul.com/nyabiss/)
15:40:27	268479/268479	---M--	200	added ('OK')	image/jpeg	date:Wed,%2005%20Oct%202022%2002:38:42%20GMT	https://demo.themesoul.com/nyabiss/images/background/bg-home-1.jpg	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/images/background/bg-home-1.jpg	(from https://demo.themesoul.com/nyabiss/)
15:40:28	167592/167592	---M--	200	added ('OK')	image/jpeg	date:Wed,%2005%20Oct%202022%2007:35:06%20GMT	https://demo.themesoul.com/nyabiss/images/background/bg-home-4.jpg	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/images/background/bg-home-4.jpg	(from https://demo.themesoul.com/nyabiss/)
15:40:28	93607/93607	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Oct%202022%2020:08:52%20GMT	https://demo.themesoul.com/nyabiss/images/background/bg-tile.png	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/images/background/bg-tile.png	(from https://demo.themesoul.com/nyabiss/)
15:40:28	7660/7660	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2005%20Dec%202023%2014:50:30%20GMT	https://demo.themesoul.com/nyabiss/media/system/js/core.min.js?83f2c9	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/media/system/js/core.min87f9.js	(from https://demo.themesoul.com/nyabiss/)
15:40:28	87533/87533	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2005%20Dec%202023%2014:50:30%20GMT	https://demo.themesoul.com/nyabiss/media/vendor/jquery/js/jquery.min.js?3.7.1	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/media/vendor/jquery/js/jquery.min8a0c.js	(from https://demo.themesoul.com/nyabiss/)
15:40:28	27/27	---M--	200	added ('OK')	text/javascript	date:Tue,%2005%20Dec%202023%2014:50:30%20GMT	https://demo.themesoul.com/nyabiss/media/legacy/js/jquery-noconflict.min.js?504da4	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/media/legacy/js/jquery-noconflict.min1fec.js	(from https://demo.themesoul.com/nyabiss/)
15:40:29	987/987	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2005%20Dec%202023%2014:50:30%20GMT	https://demo.themesoul.com/nyabiss/media/vendor/bootstrap/js/alert.min.js?5.3.2	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/media/vendor/bootstrap/js/alert.mine55b.js	(from https://demo.themesoul.com/nyabiss/)
15:40:29	787/787	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2005%20Dec%202023%2014:50:30%20GMT	https://demo.themesoul.com/nyabiss/media/vendor/bootstrap/js/button.min.js?5.3.2	C:/My%20Web%20Sites/https___demo.themesoul.com_nyabiss_/demo.themesoul.com/nyabiss/media/vendor/bootstrap/js/button.mine55b.js	(from https://demo.themesoul.com/nyabiss/)
